SKU,Barcode,UPC/EAN,listing_url_ASIN,Name,Weight,Units,UOM,Grams,Cost,Price,Type,Brand,Manufacturer,Note,Location,Condition,Item ID,Power,buybox_new_landed_price,buybox_new_listing_price,buybox_new_shipping_price,buybox_new_subcondition,buybox_used_listing_price,buybox_used_shipping_price,buybox_used_subcondition,fba_fee_total,fba_monthly_storage,fba_order_handling,fba_pick_pack,fba_tier_level,fba_weight_handling,has_super_saver_shipping,list_price_amount,lowest_new_price_fba,lowest_new_price_merchant,sales_rank,additional_image_1,additional_image_2,additional_image_3,additional_image_4,additional_image_5,all_images,description,hazardous_material_type,item_type_keyword,large_image,listing_url,package_dimensions_height,package_dimensions_length,package_dimensions_weight,package_dimensions_width,parent_asin,product_type_name,product_group,size,Barcode.1,Name_clean,asin,Created,Quantity,My warehouse
SKU-1CTKZWCE,2087378407561,840324402087,B06X9VQYX8,Queen Easy Care Solid Sheet Set Light Gray - Room Essentials (Please be advised that sets may be missing pieces or otherwise incomplete.),Missing ,Missing,,,0,25.35,HOME,Amazon Basics,Amazon Basics,,,,,,16.5,16.5,0.0,New,14.5,0.0,Mint,7.06,0.58,0.0,6.48,Large Standard Size,0.0,1.0,18.99,16.5,16.5,3.0,https://m.media-amazon.com/images/I/71b+Qw+hmoL.jpg,https://m.media-amazon.com/images/I/612qrLEk44L.jpg,https://m.media-amazon.com/images/I/61YDcF0IsfL.jpg,https://m.media-amazon.com/images/I/71zQVkJ+JOL.jpg,https://m.media-amazon.com/images/I/71q8THGwp-L.jpg,"https://m.media-amazon.com/images/I/71b+Qw+hmoL.jpg,https://m.media-amazon.com/images/I/612qrLEk44L.jpg,https://m.media-amazon.com/images/I/61YDcF0IsfL.jpg,https://m.media-amazon.com/images/I/71zQVkJ+JOL.jpg,https://m.media-amazon.com/images/I/71q8THGwp-L.jpg,https://m.media-amazon.com/images/I/71PpBFhmtNL.jpg",Product DescriptionAn Amazon Brand.From the ManufacturerAmazon Basics,,pillowcase-and-sheet-sets,https://m.media-amazon.com/images/I/71b+Qw+hmoL.jpg,https://www.amazon.com/dp/B06X9VQYX8,3.465104531,11.94544663,2.998,9.99999999,B0DJ93SLBS,BED_LINEN_SET,Home,Queen,,queen easy care solid sheet set light gray - room essentials (please be advised that sets may be missing pieces or otherwise incomplete.),B06X9VQYX8,2024-09-16 18:19:54,5,5
SKU-XAPSJ2U1,2083278312998,810159793407,B0D2RNZMJL,Queen Flannel Sheet Set Woodblock Flowers - Threshold (Please be advised that sets may be missing pieces or otherwise incomplete.),Missing ,Missing,,,0,35.0,HOME,RUVANTI,Zainitex Inc,,,,,,47.99,47.99,0.0,New,0.0,0.0,,8.66,1.01,0.0,7.65,Large Standard Size,0.0,1.0,47.99,47.99,0.0,4975.0,https://m.media-amazon.com/images/I/81GiEHh1HTL.jpg,https://m.media-amazon.com/images/I/91Plp9hVh7L.jpg,https://m.media-amazon.com/images/I/91Df0nbZPJL.jpg,https://m.media-amazon.com/images/I/81nr5BqcJQL.jpg,https://m.media-amazon.com/images/I/81kx8qmTJEL.jpg,"https://m.media-amazon.com/images/I/81GiEHh1HTL.jpg,https://m.media-amazon.com/images/I/91Plp9hVh7L.jpg,https://m.media-amazon.com/images/I/91Df0nbZPJL.jpg,https://m.media-amazon.com/images/I/81nr5BqcJQL.jpg,https://m.media-amazon.com/images/I/81kx8qmTJEL.jpg,https://m.media-amazon.com/images/I/91ZOjWbr79L.jpg,https://m.media-amazon.com/images/I/81toauaNRoL.jpg","Experience luxurious comfort with our high quality flannel sheets, crafted from 100% cotton 170 GSM double brushed flannel fabric. These sheets offer a velvety soft feel with a napped texture that enhances the overall comfort of your bed. Available in a variety of sizes, including twin, twin XL, full, queen, California king, and king, our selection features queen size, king size, and full size flannel sheet sets. Choose from a wide range of colors and patterns, such as blue, pink, white, green, plaid, Checks, Animal Prints, Characters, Kids Prints and seasonal prints like Christmas flannel sheets or Fall flannel sheets, summer flannel sheets, autumn flannel sheets. Our collection includes lightweight flannel fitted sheets, flat sheets, and top sheets, all with 16 inch deep pockets and all around elasticized edges to fit mattresses up to 18 inches. Designed to be moisture wicking, wrinkle resistant, and shrink resistant, these sheets provide long lasting durability and comfort. Certified by Standard 100 OEKO TEX for safety controls, they are perfect for year round use. If you prefer classic comfort, 100% flannel cotton sheets are a popular choice for their softness and breathability. Whether you opt for hotel quality bedding, or charming floral and cute bed sheets, thereâs a variety to suit your style. For those seeking a coordinated look, consider a complete bedding set that includes everything you need for a well dressed bed. With options like cooling sheets for hot sleepers and stylish floral bedding sets, the right bedding can transform your sleep experience and add a touch of elegance to your bedroom. And, should our product not meet your needs, Amazon return policy is in place for your confidence.",,pillowcase-and-sheet-sets,https://m.media-amazon.com/images/I/81GiEHh1HTL.jpg,https://www.amazon.com/dp/B0D2RNZMJL,6.649999993,11.53999999,5.86,9.52999999,B0DGTZG1CH,BED_LINEN_SET,Kitchen,Queen,,queen flannel sheet set woodblock flowers - threshold (please be advised that sets may be missing pieces or otherwise incomplete.),B0D2RNZMJL,2024-09-16 18:19:54,6,6
SKU-FGNWQ0UL,2002048089373,713830512062,B081CF2LGZ,Queen Linen Blend Flat Sheet White - Casaluna,Missing ,Missing,,,0,45.0,HOME,BISELINA,BISELINA,,,,,,41.99,41.99,0.0,New,0.0,0.0,,7.03,0.55,0.0,6.48,Large Standard Size,0.0,1.0,41.99,41.99,0.0,121105.0,https://m.media-amazon.com/images/I/71DtEvJxTvL.jpg,https://m.media-amazon.com/images/I/617reFJ0Q5L.jpg,https://m.media-amazon.com/images/I/51uMHFTic8L.jpg,https://m.media-amazon.com/images/I/61xPVD19S-L.jpg,https://m.media-amazon.com/images/I/71a1U26RkmL.jpg,"https://m.media-amazon.com/images/I/71DtEvJxTvL.jpg,https://m.media-amazon.com/images/I/617reFJ0Q5L.jpg,https://m.media-amazon.com/images/I/51uMHFTic8L.jpg,https://m.media-amazon.com/images/I/61xPVD19S-L.jpg,https://m.media-amazon.com/images/I/71a1U26RkmL.jpg,https://m.media-amazon.com/images/I/81CF3r3R9rL.jpg,https://m.media-amazon.com/images/I/61rOqAJ16YL.jpg","<br>This product is <b>LINEN COTTON BLEND</b> fabric, <b>55% Linen & 45% Cotton</b> <br><br><br> <b>Product details:</b><br> <br>Material: 55%Linen & 45%Cotton <br><br>Style: Simple <br><br>Size: <br><br><b>Twin Size</b> : Flat Sheet 66'' x 96'. <br><br><b>Full Size</b> : Flat Sheet 81'' x 96''.<br><br><b>Queen Size</b> : Flat Sheet 90'' x 102''.<br><br><b>King Size</b> : Flat Sheet 108'' x 102''.<br><br>This product ONLY including <b>1</b> Flat Sheet .<br><br><br> <b>Easy to Care for: </b><br> <br>Gentle cycle wash under 60â. Iron on high heat. Machine washable. Do not use detergent that contains bleach or whitener. Tumble dry with medium heat. Do not dry clean. Wash with similar colors.<br><br><br> <br><b>Find 100% Linen Sheet Set you can search this ASIN âB01IN54GV2â (embroidery).</b> <br><br><br><b> Find 100% Linen Duvet Cover Set you can search this ASIN âB01IMZLP1Câ (basic) or âB01L8FHTMWâ (embroidery) or âB01N1PYSXAâ (coconut) Or âB07BFTLDC5â (border).</b> <br><br><br><b> Find 55%Linen&45%Cotton Blend Sheet Set you can search this ASIN âB06WLHMZ69â (basic) or âB075D7VDDXâ (ruffles). </b> <br><br><br><b>Find 55%Linen&45%Cotton Blend Duvet Cover Set you can search this ASIN âB07QG9Y71Sâ (embroidery) or âB07QGRZCMVâ (crocheted lace).</b> <br><br><br><b>Find 100% Linen Fitted Sheet you can search this ASIN âB07219ZRNWâ. </b> <br><br><br><b>Find 100% Linen Pillowcases/Shams you can search this ASIN âB071ZMLGFGâ. </b>",,flat-sheets,https://m.media-amazon.com/images/I/71DtEvJxTvL.jpg,https://www.amazon.com/dp/B081CF2LGZ,1.889999998,16.56999998,2.291,12.59999999,B098XCBF8W,FLAT_SHEET,Kitchen,Basic-Queen,,queen linen blend flat sheet white - casaluna,B081CF2LGZ,2024-09-16 18:19:55,1,1
SKU-8O6DOKO3,2044057695077,Unknown,B0CJCC5BSS,Queen Linen Blend Sheet Set White - Casaluna (Please be advised that sets may be missing pieces or otherwise incomplete.),Missing ,Missing,,,0,105.0,HOME,SONORO KATE,SONORO KATE,,,,,,129.99,129.99,0.0,New,0.0,0.0,,8.41,0.77,0.0,7.64,Large Standard Size,0.0,1.0,129.99,129.99,0.0,8796.0,https://m.media-amazon.com/images/I/71LPagkz94L.jpg,https://m.media-amazon.com/images/I/71v8X8BPFTL.jpg,https://m.media-amazon.com/images/I/715bG0Eu2QL.jpg,https://m.media-amazon.com/images/I/81u3PedT2sL.jpg,https://m.media-amazon.com/images/I/71NzV-TocAL.jpg,"https://m.media-amazon.com/images/I/71LPagkz94L.jpg,https://m.media-amazon.com/images/I/71v8X8BPFTL.jpg,https://m.media-amazon.com/images/I/715bG0Eu2QL.jpg,https://m.media-amazon.com/images/I/81u3PedT2sL.jpg,https://m.media-amazon.com/images/I/71NzV-TocAL.jpg,https://m.media-amazon.com/images/I/71lJRsAhctL.jpg,https://m.media-amazon.com/images/I/717RfsWjdoL.jpg,https://m.media-amazon.com/images/I/81nE4NyoRnL.jpg,https://m.media-amazon.com/images/I/71uz1VtaaGL.jpg","100% FRENCH PURE LINEN: This 4 piece sheet set is made of 100% French pure linen, a natural and one of the strongest fibers people commonly use, naturally grown and processed, harvested in an friendly way, without chemicals or additives, certified AZO-free, not bleached or dyed, and safe for even the most sensitive skin",,pillowcase-and-sheet-sets,https://m.media-amazon.com/images/I/71LPagkz94L.jpg,https://www.amazon.com/dp/B0CJCC5BSS,5.275590546,13.11023621,5.137,8.031496055,B0D4DYM6BY,BED_LINEN_SET,Kitchen,Queen,,queen linen blend sheet set white - casaluna (please be advised that sets may be missing pieces or otherwise incomplete.),B0CJCC5BSS,2024-09-16 18:19:54,1,1
SKU-HEM3FY0V,2024619360797,840143565529,B00NESCOY0,Queen Machine Washable Quilted Mattress Pad - Room Essentials,Missing ,Missing,,,0,17.0,HOME,Utopia Bedding,Utopia Bedding,,,,,,21.99,21.99,0.0,New,0.0,0.0,,8.73,1.01,0.0,7.72,Large Standard Size,0.0,1.0,29.99,21.99,21.99,31.0,https://m.media-amazon.com/images/I/810Kq8+YGvL.jpg,https://m.media-amazon.com/images/I/81FES1IOjiL.jpg,https://m.media-amazon.com/images/I/71-V4FDDTvL.jpg,https://m.media-amazon.com/images/I/81uzb9INqiL.jpg,https://m.media-amazon.com/images/I/61h9Dj4ddLL.jpg,"https://m.media-amazon.com/images/I/810Kq8+YGvL.jpg,https://m.media-amazon.com/images/I/81FES1IOjiL.jpg,https://m.media-amazon.com/images/I/71-V4FDDTvL.jpg,https://m.media-amazon.com/images/I/81uzb9INqiL.jpg,https://m.media-amazon.com/images/I/61h9Dj4ddLL.jpg,https://m.media-amazon.com/images/I/81HlLMNtVwL.jpg,https://m.media-amazon.com/images/I/71+6sDKn1vL.jpg","Quilted Mattress Pad Cover Cushioning. Padded Polyester Mattress Pad adds soft, smooth cushioning for a comfortable and luxurious night's rest. Mattress padding is quilted for added contouring and shape retention. Preserves and prolongs the life of your mattress. Easy care material lasts through multiple wash cycles. Retains shape after laundering, lies firm against mattress. Machine wash on cold, tumble dry on low heat.",,mattress-pads,https://m.media-amazon.com/images/I/810Kq8+YGvL.jpg,https://www.amazon.com/dp/B00NESCOY0,5.039999995,14.44999999,3.066,10.07999999,B07JNB7CR2,MATTRESS_COVER,Home,Queen (Pack of 1),,queen machine washable quilted mattress pad - room essentials,B00NESCOY0,2024-09-16 18:19:56,1,1
SKU-NAE3IIU7,2033011818324,840199201587,B08QVRZ5YB,Queen Microfiber Printed Pattern Sheet Set Grid - Room Essentials (Please be advised that sets may be missing pieces or otherwise incomplete.),Missing ,Missing,,,0,19.0,HOME,SLEEP ZONE,SLEEP ZONE,,,,,,29.99,29.99,0.0,New,0.0,0.0,,7.66,0.58,0.0,7.08,Large Standard Size,0.0,1.0,39.99,29.99,0.0,134935.0,https://m.media-amazon.com/images/I/81Vim+viOvL.jpg,https://m.media-amazon.com/images/I/71gdmcCMWNS.jpg,https://m.media-amazon.com/images/I/81biUbvp0QS.jpg,https://m.media-amazon.com/images/I/81z5aOrJvCS.jpg,https://m.media-amazon.com/images/I/71L8jHZi0yS.jpg,"https://m.media-amazon.com/images/I/81Vim+viOvL.jpg,https://m.media-amazon.com/images/I/71gdmcCMWNS.jpg,https://m.media-amazon.com/images/I/81biUbvp0QS.jpg,https://m.media-amazon.com/images/I/81z5aOrJvCS.jpg,https://m.media-amazon.com/images/I/71L8jHZi0yS.jpg,https://m.media-amazon.com/images/I/91OspNnLI1S.jpg,https://m.media-amazon.com/images/I/81teiMWsiYS.jpg",SLEEP ZONE Printed Plaid Queen Size Sheet Set 4 Piece - Double Brushed Microfiber Super Soft Breathable Bedding Sheets with 16 inch Deep Pocket (White Grid Printed on Black),,pillowcase-and-sheet-sets,https://m.media-amazon.com/images/I/81Vim+viOvL.jpg,https://www.amazon.com/dp/B08QVRZ5YB,3.499999996,12.04999999,3.439,9.99999999,B09B3PK1VR,BED_LINEN_SET,Kitchen,Queen,,queen microfiber printed pattern sheet set grid - room essentials (please be advised that sets may be missing pieces or otherwise incomplete.),B08QVRZ5YB,2024-09-16 18:19:56,1,1
SKU-GEIQPLQS,2017626522265,840199201587,B08QVRZ5YB,Queen Microfiber Printed Pattern Sheet Set Grid - Room Essentials (Please be advised that sets may be missing pieces or otherwise incomplete.),Missing ,Missing,,,0,19.0,HOME,SLEEP ZONE,SLEEP ZONE,,,,,,29.99,29.99,0.0,New,0.0,0.0,,7.66,0.58,0.0,7.08,Large Standard Size,0.0,1.0,39.99,29.99,0.0,134935.0,https://m.media-amazon.com/images/I/81Vim+viOvL.jpg,https://m.media-amazon.com/images/I/71gdmcCMWNS.jpg,https://m.media-amazon.com/images/I/81biUbvp0QS.jpg,https://m.media-amazon.com/images/I/81z5aOrJvCS.jpg,https://m.media-amazon.com/images/I/71L8jHZi0yS.jpg,"https://m.media-amazon.com/images/I/81Vim+viOvL.jpg,https://m.media-amazon.com/images/I/71gdmcCMWNS.jpg,https://m.media-amazon.com/images/I/81biUbvp0QS.jpg,https://m.media-amazon.com/images/I/81z5aOrJvCS.jpg,https://m.media-amazon.com/images/I/71L8jHZi0yS.jpg,https://m.media-amazon.com/images/I/91OspNnLI1S.jpg,https://m.media-amazon.com/images/I/81teiMWsiYS.jpg",SLEEP ZONE Printed Plaid Queen Size Sheet Set 4 Piece - Double Brushed Microfiber Super Soft Breathable Bedding Sheets with 16 inch Deep Pocket (White Grid Printed on Black),,pillowcase-and-sheet-sets,https://m.media-amazon.com/images/I/81Vim+viOvL.jpg,https://www.amazon.com/dp/B08QVRZ5YB,3.499999996,12.04999999,3.439,9.99999999,B09B3PK1VR,BED_LINEN_SET,Kitchen,Queen,,queen microfiber printed pattern sheet set grid - room essentials (please be advised that sets may be missing pieces or otherwise incomplete.),B08QVRZ5YB,2024-09-16 18:19:56,1,1
SKU-7H1SD308,2050995897435,197703020579,B0CS6VNGH3,Queen Microfiber Sheet Set Ivory Dash - Room Essentials (Please be advised that sets may be missing pieces or otherwise incomplete.),Missing ,Missing,,,0,19.0,HOME,Utopia Bedding,Utopia Bedding,,,,,,24.95,24.95,0.0,New,0.0,0.0,,7.47,0.62,0.0,6.85,Large Standard Size,0.0,1.0,29.95,24.95,0.0,11.0,https://m.media-amazon.com/images/I/61SkFljGtqL.jpg,https://m.media-amazon.com/images/I/81yyOFNzsnL.jpg,https://m.media-amazon.com/images/I/71HDZZU3hbL.jpg,https://m.media-amazon.com/images/I/81iOJaho6KL.jpg,https://m.media-amazon.com/images/I/71gin1xvezL.jpg,"https://m.media-amazon.com/images/I/61SkFljGtqL.jpg,https://m.media-amazon.com/images/I/81yyOFNzsnL.jpg,https://m.media-amazon.com/images/I/71HDZZU3hbL.jpg,https://m.media-amazon.com/images/I/81iOJaho6KL.jpg,https://m.media-amazon.com/images/I/71gin1xvezL.jpg,https://m.media-amazon.com/images/I/81SGG0A85TL.jpg,https://m.media-amazon.com/images/I/81ewAdgWsQL.jpg","Luxury 4-Piece Sheet Set! Wrap up yourself in these carefully crafted 100% polyester brushed microfiber 4-piece sheet set that is expertly manufactured for durability. The cozy sheets are designed for both institutional and home use. These sheets are made from brushed microfiber for a soft feel and comfort. The material is fade-resistant. There is no shrinkage and fabric is strong, durable and maintains brightness & shape. It uses less quantity of water for laundering, less percentage of chemicals and consumes less energy for drying. The sheet set can be washed and dried through an ordinary washer and dryer which will not affect them. They also dry very fast because of their thin fabric. They can also be hand washed. Soft luxury bedding Easy care material that lasts Cozy, smooth, breathable & exceptionally durable Fade-resistant Machine wash on cold; Tumble dry on low",,pillowcase-and-sheet-sets,https://m.media-amazon.com/images/I/61SkFljGtqL.jpg,https://www.amazon.com/dp/B0CS6VNGH3,3.739999996,11.60999999,3.091,10.50999999,B09ZL9LQ9L,BED_LINEN_SET,Kitchen,Queen,,queen microfiber sheet set ivory dash - room essentials (please be advised that sets may be missing pieces or otherwise incomplete.),B0CS6VNGH3,2024-09-16 18:19:56,1,1
SKU-QN28OLCZ,2051169314741,840143521891,B09DT8PPPJ,Queen Microfiber Sheet Set White - Room Essentials (Please be advised that sets may be missing pieces or otherwise incomplete.),Missing ,Missing,,,0,19.0,HOME,Utopia Bedding,Utopia Bedding,,,,,,21.99,21.99,0.0,New,0.0,0.0,,7.68,0.6,0.0,7.08,Large Standard Size,0.0,1.0,23.99,21.99,0.0,11.0,https://m.media-amazon.com/images/I/61w8iBF60-L.jpg,https://m.media-amazon.com/images/I/81WmzHRERgL.jpg,https://m.media-amazon.com/images/I/71wuUSF03FL.jpg,https://m.media-amazon.com/images/I/81m+yo46YCL.jpg,https://m.media-amazon.com/images/I/71quGJYGSQL.jpg,"https://m.media-amazon.com/images/I/61w8iBF60-L.jpg,https://m.media-amazon.com/images/I/81WmzHRERgL.jpg,https://m.media-amazon.com/images/I/71wuUSF03FL.jpg,https://m.media-amazon.com/images/I/81m+yo46YCL.jpg,https://m.media-amazon.com/images/I/71quGJYGSQL.jpg,https://m.media-amazon.com/images/I/71CsykX3wYL.jpg,https://m.media-amazon.com/images/I/81dUoOn7a5L.jpg","Luxury 4-Piece Sheet Set! Wrap up yourself in these carefully crafted 100% polyester brushed microfiber 4-piece sheet set that is expertly manufactured for durability. The cozy sheets are designed for both institutional and home use. These sheets are made from brushed microfiber for a soft feel and comfort. The material is fade-resistant. There is no shrinkage and fabric is strong, durable and maintains brightness and shape. It uses less quantity of water for laundering, less percentage of chemicals and consumes less energy for drying. The sheet set can be washed and dried through an ordinary washer and dryer which will not affect them. They also dry very fast because of their thin fabric. They can also be hand washed. Soft luxury bedding Easy care material that lasts Cozy, smooth, breathable & exceptionally durable Fade-resistant Machine wash on cold; Tumble dry on low",,pillowcase-and-sheet-sets,https://m.media-amazon.com/images/I/61w8iBF60-L.jpg,https://www.amazon.com/dp/B09DT8PPPJ,3.714146978,11.37999999,3.481,10.12999999,B09PJGT3V4,BED_LINEN_SET,Home,Queen,,queen microfiber sheet set white - room essentials (please be advised that sets may be missing pieces or otherwise incomplete.),B09DT8PPPJ,2024-09-16 18:19:55,2,2
SKU-1V1MHTLZ,2048929951209,022415032148,B00MZNCKL2,Queen Perfect Protection Cool Touch Mattress Protector - Allerease,Missing ,Missing,,,0,34.99,HOME,Aller-Ease,American Textile Company,,,,,,39.97,39.97,0.0,New,0.0,0.0,,7.75,0.74,0.0,7.01,Large Standard Size,0.0,1.0,39.97,39.97,39.0,6284.0,https://m.media-amazon.com/images/I/71r0gn77XrL.jpg,https://m.media-amazon.com/images/I/71uZQek6qyL.jpg,https://m.media-amazon.com/images/I/81hZS5ObGvL.jpg,https://m.media-amazon.com/images/I/71JJXsQZZHL.jpg,https://m.media-amazon.com/images/I/81rhAVS9oYL.jpg,"https://m.media-amazon.com/images/I/71r0gn77XrL.jpg,https://m.media-amazon.com/images/I/71uZQek6qyL.jpg,https://m.media-amazon.com/images/I/81hZS5ObGvL.jpg,https://m.media-amazon.com/images/I/71JJXsQZZHL.jpg,https://m.media-amazon.com/images/I/81rhAVS9oYL.jpg,https://m.media-amazon.com/images/I/71Vu0tyZloL.jpg,https://m.media-amazon.com/images/I/91KYKBKwpzL.jpg","From the #1 best selling allergy bedding brand, AllerEase Maximum delivers the clean, healthy night's sleep that we all deserve. Featuring premium materials and an expertly-designed construction, Maximum prevents unhealthy household particles from collecting in your mattress. With a soft waterproof layer to protect from spills and stains, Maximum also includes specialized seams and zippers making it impenetrable. Together with a moisture wicking finish to keep you cool and dry, machine washability, and a lifetime warranty, Maximum offers unmatched comfort, quality, convenience, and value for you and your family.",,mattress-protectors,https://m.media-amazon.com/images/I/71r0gn77XrL.jpg,https://www.amazon.com/dp/B00MZNCKL2,6.181102356,9.763779518,2.663,8.858267708,B01B4AJVEA,MATTRESS_COVER,Kitchen,Queen,,queen perfect protection cool touch mattress protector - allerease,B00MZNCKL2,2024-09-16 18:19:55,1,1
SKU-BVSDFHM8,2043513849283,022415032148,B00MZNCKL2,Queen Perfect Protection Cool Touch Mattress Protector - Allerease,Missing ,Missing,,,0,34.99,HOME,Aller-Ease,American Textile Company,,,,,,39.97,39.97,0.0,New,0.0,0.0,,7.75,0.74,0.0,7.01,Large Standard Size,0.0,1.0,39.97,39.97,39.0,6284.0,https://m.media-amazon.com/images/I/71r0gn77XrL.jpg,https://m.media-amazon.com/images/I/71uZQek6qyL.jpg,https://m.media-amazon.com/images/I/81hZS5ObGvL.jpg,https://m.media-amazon.com/images/I/71JJXsQZZHL.jpg,https://m.media-amazon.com/images/I/81rhAVS9oYL.jpg,"https://m.media-amazon.com/images/I/71r0gn77XrL.jpg,https://m.media-amazon.com/images/I/71uZQek6qyL.jpg,https://m.media-amazon.com/images/I/81hZS5ObGvL.jpg,https://m.media-amazon.com/images/I/71JJXsQZZHL.jpg,https://m.media-amazon.com/images/I/81rhAVS9oYL.jpg,https://m.media-amazon.com/images/I/71Vu0tyZloL.jpg,https://m.media-amazon.com/images/I/91KYKBKwpzL.jpg","From the #1 best selling allergy bedding brand, AllerEase Maximum delivers the clean, healthy night's sleep that we all deserve. Featuring premium materials and an expertly-designed construction, Maximum prevents unhealthy household particles from collecting in your mattress. With a soft waterproof layer to protect from spills and stains, Maximum also includes specialized seams and zippers making it impenetrable. Together with a moisture wicking finish to keep you cool and dry, machine washability, and a lifetime warranty, Maximum offers unmatched comfort, quality, convenience, and value for you and your family.",,mattress-protectors,https://m.media-amazon.com/images/I/71r0gn77XrL.jpg,https://www.amazon.com/dp/B00MZNCKL2,6.181102356,9.763779518,2.663,8.858267708,B01B4AJVEA,MATTRESS_COVER,Kitchen,Queen,,queen perfect protection cool touch mattress protector - allerease,B00MZNCKL2,2024-09-16 18:19:55,1,1
SKU-YIZOJTRB,2036198577206,657812172441,B09FNYFGCW,Queen Quilted Electric Mattress Pad - Biddeford Blankets,Missing ,Missing,,,0,79.99,HOME,Biddeford Blankets,Biddeford Blankets,,,,,,73.95,73.95,0.0,New,0.0,0.0,,20.03,2.44,0.0,17.59,Small Over Size,0.0,,79.99,0.0,73.95,128138.0,https://m.media-amazon.com/images/I/71G92Mco8pL.jpg,https://m.media-amazon.com/images/I/81j27kwRJkL.jpg,https://m.media-amazon.com/images/I/71XjEXWBY-L.jpg,,,"https://m.media-amazon.com/images/I/71G92Mco8pL.jpg,https://m.media-amazon.com/images/I/81j27kwRJkL.jpg,https://m.media-amazon.com/images/I/71XjEXWBY-L.jpg","No more getting into a cold bed! Stay warm while you sleep through those cold winter nights on this 6 ounce quilted electric heated mattress pad from Biddeford. This is the ultimate product for keeping your bed warm on those long, cold winter nights. The digital controller allows you to perfectly control the amount of warmth you want by offering 10 heat settings. Twin and full sizes come with one controller; queen and king sizes come with two controllers for dual heat zones to provide individual comfort. It also features a 10-hour automatic shut off for added safety. This electric mattress pad is machine washable and dryable and comes with a 5 year warranty. It offers the perfect way to pre-heat your bed before turning in for the night then adjust the heat level for a comfortable nightâs sleep. Turn down your thermostat and turn on your heated mattress pad to save on heating costs!",,electric-mattress-pads,https://m.media-amazon.com/images/I/71G92Mco8pL.jpg,https://www.amazon.com/dp/B09FNYFGCW,10.99999999,16.99999998,8.801,16.09999998,B0D3MW9CJX,BLANKET,Home,Queen,,queen quilted electric mattress pad - biddeford blankets,B09FNYFGCW,2024-09-16 18:19:54,1,1
SKU-6HQIF4CD,2032767091487,011342280005,B09MN324YD,Queen Separate Flat Sheets Icon Yellow - Opalhouse designed with Jungalow,Missing ,Missing,,,0,20.0,HOME,ROYALE LINENS,ROYALE LINENS,,,,,,23.99,23.99,0.0,New,0.0,0.0,,5.92,0.26,0.0,5.66,Large Standard Size,0.0,1.0,28.79,23.99,0.0,30809.0,https://m.media-amazon.com/images/I/71oZty5SbDL.jpg,https://m.media-amazon.com/images/I/71WL2i+MT+L.jpg,https://m.media-amazon.com/images/I/81iYTHKt00L.jpg,https://m.media-amazon.com/images/I/71wG7HH3dBL.jpg,https://m.media-amazon.com/images/I/81uvyCqzZaL.jpg,"https://m.media-amazon.com/images/I/71oZty5SbDL.jpg,https://m.media-amazon.com/images/I/71WL2i+MT+L.jpg,https://m.media-amazon.com/images/I/81iYTHKt00L.jpg,https://m.media-amazon.com/images/I/71wG7HH3dBL.jpg,https://m.media-amazon.com/images/I/81uvyCqzZaL.jpg,https://m.media-amazon.com/images/I/71mK2lks5BL.jpg,https://m.media-amazon.com/images/I/71gsXhsfOJL.jpg,https://m.media-amazon.com/images/I/81J-gHkyBHL.jpg,https://m.media-amazon.com/images/I/71ifTzkfu8L.jpg","""""""A Good Night Sleep Is Just A Moment Away"""" Royale Linens 300 Thread Count Cotton Flat Sheet Are Manufactured Using Finest Quality 100% Brushed Cotton. Making Them Breathable, Comfortable And Cozy. Royale Linen Sheet Set Comes In 4 Different Sizes Twin Size Measuring: 66x96 Inch with Unique 4 inch Hem Piping To Give Them An Elegant Look Full Size Measuring: 81X96 Inch with Unique 4 inch Hem Piping To Give Them An Elegant Look Queen Size Measuring: 92X102 Inch with Unique 4 inch Hem Piping To Give Them An Elegant Look King Size Measuring: 105X102 Inch with Unique 4 inch Hem Piping To Give Them An Elegant Look Royale Linens King Size Cotton Flat Sheet Are Breathable, Cool And Super Silky Soft. Fabric Is Processed To Make It Shrink And Fade Resistant. Perfect For Bedroom, Guest Room, Kids Room, Hotels. Great Gift Idea For Men And Women On Valentine's Day - Mother's Day- Father's Day And Christmas. Our Bed Sheet Sets Are Certified Standard 100 By OekoâTex. According To The Guidelines, These Products Are Tested For Harmful Substances And Produced In An Environment Friendly And Socially Responsible Manner. Also Sustainable In Accordance With Oeko-tex Guidelines. Care Instruction: Machine Wash Or Hand Wash Using Cold Water Along With A Mild Detergent Is Recommended For Extending The Life Of The Set Along With Retaining Its Comfortability. Washing At High Temperatures Causes Microfiber To Expand Which Results In The Trapped Dirt And Other Tiny Particles Being Released. If You Want To Hand Wash The Set, Then Consider Using A Soft-haired Brush To Rinse Thoroughly.""",,flat-sheets,https://m.media-amazon.com/images/I/31kUHq0JdYL.jpg,https://www.amazon.com/dp/B09MN324YD,2.007874014,10.66929133,2.006,8.740157471,B0D637F3BN,FLAT_SHEET,Kitchen,Queen,,queen separate flat sheets icon yellow - opalhouse designed with jungalow,B09MN324YD,2024-09-16 18:19:55,2,2
